,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
17266,2012 Maruti Swift LXI,₹ 3.25 Lakh,Mar 2012,1197 cc,Comprehensive,Manual,"12,000 Kms",First Owner,Petrol,85.8bhp,5.0,18.6 kmpl,Hatchback,Delhi
17267,2020 Kia Seltos GTX DCT,₹ 16.50 Lakh,May 2020,1353 cc,Comprehensive,Automatic,"34,000 Kms",First Owner,Petrol,138bhp,5.0,16.2 kmpl,SUV,Delhi
17268,2022 Volkswagen Taigun 1.5 TSI GT BSVI,₹ 16.45 Lakh,Apr 2022,1498 cc,Comprehensive,Manual,"17,000 Kms",First Owner,Petrol,147.51bhp,5.0,18.47 kmpl,SUV,Delhi
17269,2017 Mercedes-Benz GLE Coupe,₹ 57 Lakh,Jul 2017,2996 cc,Comprehensive,Automatic,"64,000 Kms",First Owner,Petrol,367bhp,5.0,8.9 kmpl,Coupe,Delhi
17270,2017 Hyundai Creta 1.4 E Plus CRDi,₹ 7.95 Lakh,Dec 2017,1396 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Diesel,88.7bhp,5.0,22.1 kmpl,SUV,Delhi
17271,2017 Hyundai Creta 1.4 E Plus,₹ 7.95 Lakh,Aug 2017,1396 cc,Third Party insurance,Manual,"62,000 Kms",First Owner,Diesel,88.7bhp,5.0,22.1 kmpl,SUV,Delhi
17272,2020 Tata Altroz XZ BSVI,₹ 6.95 Lakh,Jul 2020,1199 cc,Third Party,Manual,"38,000 Kms",First Owner,Petrol,86.83bhp,5.0,19.33 kmpl,Hatchback,Delhi
17273,2019 Maruti Swift AMT VXI,₹ 6.90 Lakh,Mar 2019,1197 cc,Third Party insurance,Automatic,"35,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Hatchback,Delhi
17274,2014 BMW 3 Series 320d Edition Sport,₹ 9.90 Lakh,Jul 2014,1995 cc,Third Party insurance,Automatic,"71,000 Kms",First Owner,Diesel,187.74bhp,5.0,22.69 kmpl,Sedan,Delhi
17275,2013 Maruti Ertiga VXI,₹ 4.85 Lakh,Apr 2013,1462 cc,Third Party insurance,Manual,"72,200 Kms",First Owner,Petrol,101.65bhp,7.0,20.51 kmpl,MUV,Delhi
17276,2021 Kia Seltos GTX Option,₹ 16 Lakh,Jul 2021,1353 cc,Comprehensive,Manual,"38,000 Kms",First Owner,Petrol,138.08bhp,5.0,16.5 kmpl,SUV,Delhi
17277,2020 Audi A3 35 TDI Premium Plus,₹ 24 Lakh,Jan 2020,1968 cc,Comprehensive,Automatic,"39,000 Kms",First Owner,Diesel,143bhp,5.0,20.38 kmpl,Sedan,Delhi
17278,2019 Maruti Ertiga VXI,₹ 10.07 Lakh,Aug 2019,1462 cc,Third Party insurance,Manual,"44,000 Kms",First Owner,Petrol,103.26bhp,7.0,19.01 kmpl,MUV,Delhi
17279,2014 Audi Q5 3.0 TDI Quattro Technology,₹ 14.89 Lakh,Jul 2014,2967 cc,Comprehensive,Automatic,"49,000 Kms",Second Owner,Diesel,241.4bhp,5.0,13.22 kmpl,SUV,Delhi
17280,2015 Toyota Camry Hybrid,₹ 15.90 Lakh,Jul 2015,2494 cc,Comprehensive,Automatic,"86,000 Kms",First Owner,Petrol,157.7bhp,5.0,19.16 kmpl,Sedan,Delhi
17281,2017 Toyota Etios 1.5 V,₹ 5.89 Lakh,Jul 2017,1496 cc,Third Party insurance,Manual,"58,000 Kms",First Owner,Petrol,88.73bhp,5.0,16.78 kmpl,Sedan,Delhi
17282,2016 Maruti Ciaz AT ZXi,₹ 6.90 Lakh,Jun 2016,1373 cc,Third Party insurance,Automatic,"49,000 Kms",First Owner,Petrol,91.1bhp,5.0,19.12 kmpl,Sedan,Delhi
17283,2019 BMW 3 Series 330i M Sport,₹ 34 Lakh,Jul 2019,1998 cc,Comprehensive,Automatic,"75,000 Kms",First Owner,Petrol,252bhp,5.0,15.34 kmpl,Sedan,Gurgaon
17284,2015 Mercedes-Benz E-Class Exclusive E 200,₹ 21.50 Lakh,Feb 2015,1991 cc,Comprehensive,Automatic,"19,500 Kms",Second Owner,Petrol,194.4bhp,5.0,15 kmpl,Sedan,Gurgaon
17285,2015 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,₹ 8.49 Lakh,Jul 2015,2494 cc,Comprehensive,Manual,"1,00,000 Kms",First Owner,Diesel,100.6bhp,8.0,12.99 kmpl,MUV,Gurgaon
17286,2022 Maruti Ertiga ZXI (O) CNG BSVI,₹ 13.30 Lakh,Aug 2022,1462 cc,Comprehensive,Manual,"12,253 Kms",First Owner,CNG,86.63bhp,7.0,26.11 kmpl,MUV,Delhi
17287,2019 Mercedes-Benz GLA 4MATIC,₹ 29.50 Lakh,Aug 2019,1991 cc,Third Party insurance,Automatic,"26,000 Kms",First Owner,Petrol,375.48bhp,5.0,12.33 kmpl,SUV,Delhi
17288,2022 Hyundai Alcazar Signature AT,₹ 20 Lakh,Aug 2022,1999 cc,Comprehensive,Automatic,"27,125 Kms",First Owner,Petrol,156.9bhp,6.0,14.2 kmpl,SUV,Delhi
17289,2016 Ford Ecosport 1.5 Petrol Titanium AT,₹ 5 Lakh,May 2016,1496 cc,Comprehensive,Automatic,"65,789 Kms",Second Owner,Petrol,120.69bhp,5.0,14.7 kmpl,SUV,Delhi
17290,2017 BMW 5 Series 520d Luxury Line,₹ 29 Lakh,Jul 2017,1995 cc,Comprehensive,Automatic,"18,000 Kms",Second Owner,Diesel,190bhp,5.0,18.12 kmpl,Sedan,Delhi
17291,2017 Renault Lodgy 85PS RxL,₹ 5.89 Lakh,Jul 2017,1461 cc,Comprehensive,Manual,"85,000 Kms",First Owner,Diesel,83.8bhp,8.0,21.04 kmpl,MUV,Delhi
17292,2017 Mahindra TUV 300 T8,₹ 5.89 Lakh,Jul 2017,1493 cc,Comprehensive,Manual,"77,000 Kms",First Owner,Diesel,100bhp,7.0,18.49 kmpl,SUV,Delhi
17293,2018 Hyundai i20 Petrol CVT Asta,₹ 7.25 Lakh,Nov 2018,1197 cc,Comprehensive,Automatic,"59,000 Kms",First Owner,Petrol,81.86bhp,5.0,17.4 kmpl,Hatchback,Delhi
17294,2017 Hyundai i20 Asta Option 1.2,₹ 6.45 Lakh,Nov 2017,1197 cc,Comprehensive,Manual,"62,393 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Gurgaon
17295,2021 Tata Nexon EV Prime XZ Plus,₹ 13.65 Lakh,Feb 2021,0 cc,Third Party,Automatic,"50,321 Kms",First Owner,Electric,127bhp,5.0,,SUV,Gurgaon
17296,2017 Maruti Baleno 1.2 Delta,₹ 5.90 Lakh,May 2017,1197 cc,Third Party insurance,Manual,"34,000 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Delhi
17297,2017 Volvo XC 90 D5 Inscription,₹ 48.90 Lakh,May 2017,1969 cc,Third Party insurance,Automatic,"70,000 Kms",First Owner,Diesel,235bhp,7.0,17.2 kmpl,SUV,Delhi
17298,2019 Maruti Swift LXI,₹ 4.85 Lakh,Jun 2019,1197 cc,Third Party,Manual,"71,000 Kms",Second Owner,Petrol,85.8bhp,5.0,18.6 kmpl,Hatchback,Delhi
17299,2013 Audi A6 2.0 TDI Special Edition,₹ 9.90 Lakh,Jul 2013,1968 cc,Third Party,Automatic,"84,000 Kms",First Owner,Diesel,174.33bhp,5.0,17.68 kmpl,Sedan,Delhi
17300,2016 Renault Duster 110PS Diesel RxZ,₹ 4.85 Lakh,Feb 2016,1461 cc,Third Party insurance,Manual,"52,000 Kms",First Owner,Diesel,108.45bhp,5.0,19.6 kmpl,SUV,Delhi
17301,2017 Ford Ecosport 1.5 Petrol Titanium,₹ 6.50 Lakh,Sept 2017,1496 cc,Comprehensive,Manual,"55,000 Kms",Second Owner,Petrol,120.69bhp,5.0,15.9 kmpl,SUV,Delhi
17302,2019 Skoda Octavia 1.8 TSI AT L K,₹ 21.90 Lakh,May 2019,1798 cc,Comprehensive,Automatic,"28,000 Kms",First Owner,Petrol,178bhp,5.0,15.1 kmpl,Sedan,Delhi
17303,2017 Hyundai Creta 1.6 VTVT E Plus,₹ 8.30 Lakh,Feb 2017,1591 cc,Comprehensive,Manual,"75,000 Kms",First Owner,Petrol,121.3bhp,5.0,15.29 kmpl,SUV,Delhi
17304,2019 Tata Nexon 1.2 Revotron XMA,₹ 7.50 Lakh,Feb 2019,1198 cc,Comprehensive,Automatic,"42,000 Kms",First Owner,Petrol,108.5bhp,5.0,17 kmpl,SUV,Delhi
17305,2015 Mercedes-Benz E-Class E250 CDI Avantgrade,₹ 20.90 Lakh,Apr 2015,2143 cc,Third Party insurance,Automatic,"45,000 Kms",First Owner,Diesel,201.1bhp,5.0,13 kmpl,Sedan,Delhi
17306,2016 Volvo S60 D5 Inscription,₹ 15.90 Lakh,May 2016,2400 cc,Third Party insurance,Automatic,"70,000 Kms",First Owner,Diesel,215bhp,5.0,21.7 kmpl,Sedan,Delhi
17307,2018 Maruti Baleno Delta,₹ 6.25 Lakh,Jul 2018,1197 cc,Comprehensive,Manual,"24,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.01 kmpl,Hatchback,Delhi
17308,2016 Mercedes-Benz GLA Class Urban Edition 200,₹ 24.50 Lakh,Oct 2016,1991 cc,Comprehensive,Automatic,"45,000 Kms",First Owner,Petrol,183bhp,5.0,13.7 kmpl,SUV,Delhi
17309,2017 BMW 7 Series 730Ld DPE Signature,₹ 53.90 Lakh,Sept 2017,2993 cc,Comprehensive,Automatic,"52,000 Kms",First Owner,Diesel,261.49bhp,5.0,16.77 kmpl,Sedan,Delhi
17310,2019 Audi A3 35 TFSI Technology,₹ 26.90 Lakh,Dec 2019,1395 cc,Comprehensive,Automatic,"39,000 Kms",First Owner,Petrol,150bhp,5.0,19.2 kmpl,Sedan,Delhi
17311,2021 Lexus NX 300h Luxury,₹ 62.90 Lakh,Apr 2021,2499 cc,Comprehensive,Automatic,"35,000 Kms",First Owner,Petrol,194.37bhp,5.0,18.32 kmpl,SUV,Delhi
17312,2017 Renault KWID 1.0 RXT Optional,₹ 2.90 Lakh,Jul 2017,999 cc,Comprehensive,Manual,"73,000 Kms",Second Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Delhi
17313,2014 Hyundai i10 Magna,₹ 2.55 Lakh,Jan 2014,1197 cc,Comprehensive,Manual,"59,000 Kms",First Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Delhi
17314,2021 Maruti Vitara Brezza ZXI,₹ 9.90 Lakh,Mar 2021,1462 cc,Third Party,Manual,"13,000 Kms",First Owner,Petrol,103.26bhp,5.0,17.03 kmpl,SUV,Delhi
17315,2019 Jeep Compass 1.4 Longitude Plus AT,₹ 15.75 Lakh,Apr 2019,1368 cc,Comprehensive,Automatic,"38,000 Kms",Second Owner,Petrol,160.77bhp,5.0,14.1 kmpl,SUV,Delhi
17316,2015 Toyota Etios Cross 1.2L G,₹ 4.50 Lakh,Jul 2015,1197 cc,Comprehensive,Manual,"40,000 Kms",First Owner,Petrol,78.8bhp,5.0,18.16 kmpl,Hatchback,Delhi
17317,2015 Honda City i VTEC VX,₹ 6.60 Lakh,Jul 2015,1497 cc,Third Party,Manual,"38,000 Kms",First Owner,Petrol,117.3bhp,5.0,17.8 kmpl,Sedan,Delhi
17318,2017 Mahindra TUV 300 mHAWK100 T8 AMT,₹ 6.50 Lakh,Jul 2017,1493 cc,Comprehensive,Automatic,"50,000 Kms",First Owner,Diesel,100bhp,7.0,18.49 kmpl,SUV,Delhi
17319,2018 Honda Amaze V CVT Diesel BSIV,₹ 7.90 Lakh,Jul 2018,1498 cc,Comprehensive,Automatic,"57,000 Kms",First Owner,Diesel,78.9bhp,5.0,23.8 kmpl,Sedan,Delhi
17320,2018 Mahindra KUV 100 NXT D75 K2 Plus,₹ 4 Lakh,Jul 2018,1198 cc,Third Party,Manual,"32,000 Kms",First Owner,Diesel,77bhp,6.0,25.32 kmpl,Hatchback,Delhi
17321,2016 Renault KWID 1.0 RXT,₹ 2.80 Lakh,Jul 2016,999 cc,Comprehensive,Manual,"27,000 Kms",First Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Delhi
17322,2016 Ford Ecosport 1.5 Diesel Titanium Plus,₹ 5.50 Lakh,Jul 2016,1498 cc,Comprehensive,Manual,"48,000 Kms",First Owner,Diesel,98.96bhp,5.0,21.7 kmpl,SUV,Delhi
17323,2021 Maruti XL6 Zeta,₹ 11.25 Lakh,Jul 2021,1462 cc,Comprehensive,Manual,"18,000 Kms",First Owner,Petrol,103.2bhp,6.0,19.01 kmpl,MUV,Delhi
17324,2022 Mercedes-Benz GLA 220d BSVI,₹ 48.50 Lakh,Jul 2022,1950 cc,Comprehensive,Automatic,"12,000 Kms",First Owner,Diesel,187.74bhp,5.0,,SUV,Delhi
17325,2017 Maruti Vitara Brezza ZDi Plus Dual Tone,₹ 6.90 Lakh,Jul 2017,1248 cc,Comprehensive,Manual,"68,000 Kms",First Owner,Diesel,88.5bhp,5.0,24.3 kmpl,SUV,Delhi
17326,2016 Maruti Celerio VXI AT,₹ 3.85 Lakh,Apr 2016,998 cc,Comprehensive,Automatic,"85,000 Kms",First Owner,Petrol,67.04bhp,5.0,23.1 kmpl,Hatchback,Delhi
17327,2014 Honda City i DTec E,₹ 3.20 Lakh,Feb 2014,1498 cc,Third Party insurance,Manual,"71,000 Kms",Second Owner,Diesel,98.6bhp,5.0,26 kmpl,Sedan,Delhi
17328,2020 Mahindra XUV300 W8 Option BSVI,₹ 9.45 Lakh,Feb 2020,1197 cc,Third Party insurance,Manual,"32,000 Kms",First Owner,Petrol,108.62bhp,5.0,16.82 kmpl,SUV,Delhi
17329,2019 Maruti Ciaz Alpha,₹ 7.65 Lakh,Jul 2019,1462 cc,Third Party insurance,Manual,"82,000 Kms",First Owner,Petrol,103.25bhp,5.0,20.65 kmpl,Sedan,Delhi
17330,2019 Hyundai i20 1.2 Spotz,₹ 5.85 Lakh,Jan 2019,1197 cc,Comprehensive,Manual,"51,000 Kms",Second Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Delhi
17331,2009 Maruti Wagon R LXI,"₹ 99,000",Dec 2009,998 cc,Comprehensive,Manual,"82,000 Kms",Second Owner,Petrol,67.1bhp,5.0,18.9 kmpl,Hatchback,Delhi
17332,2022 Mahindra XUV700 AX7 Diesel AT Luxury Pack AWD BSVI,₹ 28.50 Lakh,Jul 2023,2198 cc,Comprehensive,Automatic,"20,000 Kms",First Owner,Diesel,182.38bhp,7.0,,SUV,Delhi
17333,2023 Hyundai Creta EX BSVI,₹ 13.50 Lakh,Jul 2023,1497 cc,Comprehensive,Manual,"2,500 Kms",First Owner,Petrol,113.18bhp,5.0,,SUV,Delhi
17334,2014 Maruti Swift Dzire VXI,₹ 4.20 Lakh,Apr 2014,1197 cc,Third Party insurance,Manual,"59,400 Kms",Second Owner,Petrol,85.8bhp,5.0,19.1 kmpl,Sedan,Delhi
17335,2016 Maruti Ciaz ZXi,₹ 6.65 Lakh,Oct 2016,1373 cc,Third Party insurance,Manual,"68,400 Kms",First Owner,Petrol,91.1bhp,5.0,20.73 kmpl,Sedan,Delhi
17336,2018 Maruti Ciaz Delta BSIV,₹ 7.85 Lakh,Dec 2018,1462 cc,Third Party insurance,Manual,"60,800 Kms",First Owner,Petrol,103.25bhp,5.0,21.56 kmpl,Sedan,Delhi
17337,2016 Honda City i VTEC V,₹ 6.45 Lakh,Feb 2016,1497 cc,Third Party insurance,Manual,"48,800 Kms",First Owner,Petrol,117.3bhp,5.0,17.8 kmpl,Sedan,Delhi
17338,2021 Honda City i-VTEC VX,₹ 12.85 Lakh,Aug 2021,1497 cc,Third Party,Manual,"6,800 Kms",First Owner,Petrol,117.6bhp,5.0,17.4 kmpl,Sedan,Delhi
17339,2019 Hyundai Creta 1.6 VTVT AT SX Plus,₹ 12.89 Lakh,Aug 2019,1591 cc,Third Party insurance,Automatic,"51,200 Kms",First Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Delhi
17340,2014 Nissan Terrano XV 110 PS,₹ 3.99 Lakh,Apr 2014,1461 cc,Third Party insurance,Manual,"60,200 Kms",First Owner,Diesel,108.5bhp,5.0,19.01 kmpl,SUV,Delhi
17341,2017 Maruti Wagon R LXI BS IV,₹ 3.99 Lakh,May 2017,998 cc,Third Party insurance,Manual,"18,200 Kms",First Owner,Petrol,67.04bhp,5.0,20.51 kmpl,Hatchback,Delhi
17342,2016 Ford Ecosport 1.5 Diesel Trend,₹ 4.80 Lakh,Apr 2016,1498 cc,Comprehensive,Manual,"1,00,000 Kms",First Owner,Diesel,98.96bhp,5.0,21.7 kmpl,SUV,Delhi
17343,2021 Jeep Compass 1.4 Anniversary Edition DCT 2021-2022,₹ 24.50 Lakh,Mar 2021,1368 cc,Third Party insurance,Automatic,"16,500 Kms",First Owner,Petrol,160.77bhp,5.0,14.1 kmpl,SUV,Delhi
17344,2019 Honda Amaze V CVT Petrol,₹ 7.40 Lakh,Jan 2019,1199 cc,Third Party insurance,Automatic,"26,500 Kms",First Owner,Petrol,88.76bhp,5.0,18.3 kmpl,Sedan,Delhi
17345,2018 Honda WR-V i-VTEC S,₹ 5.85 Lakh,Jun 2018,1199 cc,Third Party insurance,Manual,"52,000 Kms",Second Owner,Petrol,88.7bhp,5.0,17.5 kmpl,SUV,Delhi
17346,2021 Toyota Fortuner Legender 4x2 AT,₹ 43.90 Lakh,Jul 2021,2755 cc,Comprehensive,Automatic,"31,000 Kms",First Owner,Diesel,201.15bhp,7.0,,SUV,Delhi
17347,2017 Maruti Ciaz 1.4 AT Alpha,₹ 6 Lakh,Jun 2017,1373 cc,Third Party,Automatic,"1,20,178 Kms",Second Owner,Petrol,91.1bhp,5.0,19.12 kmpl,Sedan,Gurgaon
17348,2018 BMW X1 sDrive 20d xLine,₹ 26.89 Lakh,Jul 2018,1995 cc,Comprehensive,Automatic,"21,000 Kms",First Owner,Diesel,188bhp,5.0,20.68 kmpl,SUV,Delhi
17349,2015 Mercedes-Benz E-Class E250 CDI Avantgarde,₹ 16 Lakh,Jul 2015,2143 cc,Comprehensive,Automatic,"55,000 Kms",First Owner,Diesel,203bhp,5.0,14.21 kmpl,Sedan,Delhi
17350,2018 Maruti Swift Dzire VXI 1.2 BS IV,₹ 5.70 Lakh,Mar 2018,1197 cc,Comprehensive,Manual,"57,000 Kms",First Owner,Petrol,81.80bhp,5.0,22 kmpl,Sedan,Delhi
17351,2017 Toyota Innova Crysta 2.4 VX MT 8S BSIV,₹ 15.25 Lakh,May 2017,2393 cc,Third Party insurance,Manual,"77,000 Kms",Second Owner,Diesel,147.8bhp,8.0,13.68 kmpl,MUV,Delhi
17352,2019 Maruti Wagon R CNG LXI,₹ 5.26 Lakh,Oct 2019,998 cc,Comprehensive,Manual,"42,000 Kms",First Owner,CNG,58.33bhp,5.0,32.52 kmpl,Hatchback,Delhi
17353,2009 Honda City 1.5 S MT,₹ 2.35 Lakh,Apr 2009,1497 cc,Third Party insurance,Manual,"82,000 Kms",Second Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Delhi
17354,2012 Maruti Swift LXI,₹ 3.36 Lakh,Dec 2012,1197 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Petrol,85.8bhp,5.0,18.6 kmpl,Hatchback,Delhi
17355,2017 Mercedes-Benz E-Class Expression E 220d,₹ 47.50 Lakh,Feb 2019,1950 cc,Comprehensive,Automatic,"40,000 Kms",First Owner,Diesel,191.76bhp,5.0,16.1 kmpl,Sedan,Delhi
17356,2019 Hyundai i20 1.2 Magna Executive,₹ 6.26 Lakh,Feb 2019,1197 cc,Comprehensive,Manual,"41,000 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Delhi
17357,2015 Maruti Ciaz VXi,₹ 5.95 Lakh,Mar 2015,1373 cc,Third Party insurance,Manual,"64,000 Kms",First Owner,Petrol,91.1bhp,5.0,20.73 kmpl,Sedan,Delhi
17358,2017 Ford Aspire 1.2 Ti-VCT Titanium,₹ 5.25 Lakh,Dec 2017,1196 cc,Third Party insurance,Manual,"65,000 Kms",First Owner,Petrol,86.8bhp,5.0,18.16 kmpl,Sedan,Delhi
17359,2012 Honda Brio S MT,₹ 2.96 Lakh,Sept 2012,1198 cc,Third Party,Manual,"64,000 Kms",First Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Delhi
17360,2014 Audi A4 2.0 TDI Premium Plus,₹ 9.79 Lakh,Jul 2014,1968 cc,Comprehensive,Automatic,"59,000 Kms",Second Owner,Diesel,174.33bhp,5.0,17.11 kmpl,Sedan,Delhi
17361,2018 Maruti Baleno Alpha CVT,₹ 7.24 Lakh,Jun 2018,1197 cc,Third Party insurance,Automatic,"49,000 Kms",First Owner,Petrol,81.80bhp,5.0,19.56 kmpl,Hatchback,Delhi
17362,2014 Maruti Swift Dzire VXI,₹ 3.75 Lakh,Aug 2014,1197 cc,Comprehensive,Manual,"73,000 Kms",Second Owner,Petrol,83.14bhp,5.0,20.85 kmpl,Sedan,Delhi
17363,2014 Honda City i VTEC SV,₹ 5.49 Lakh,Jul 2014,1497 cc,Comprehensive,Manual,"55,000 Kms",First Owner,Petrol,117.3bhp,5.0,17.4 kmpl,Sedan,Delhi
17364,2019 Hyundai Creta 1.6 SX Option,₹ 11.29 Lakh,Jul 2019,1591 cc,Third Party insurance,Manual,"16,000 Kms",First Owner,Petrol,121.3bhp,5.0,15.8 kmpl,SUV,Delhi
17365,2015 Mahindra XUV500 W6 2WD,₹ 6.89 Lakh,Jul 2015,2179 cc,Comprehensive,Manual,"67,000 Kms",Second Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Delhi
17366,2008 Mercedes-Benz C-Class 230 Avantgarde,₹ 5.29 Lakh,Jul 2008,1796 cc,Comprehensive,Automatic,"78,000 Kms",First Owner,Petrol,178,5.0,11.7 kmpl,Sedan,Delhi
17367,2016 Audi Q3 35 TDI Dynamic Edition,₹ 16.99 Lakh,Jul 2016,1968 cc,Third Party insurance,Automatic,"49,000 Kms",First Owner,Diesel,174.33bhp,5.0,15.73 kmpl,SUV,Delhi
17368,2014 Hyundai Verna 1.6 SX CRDI (O) AT,₹ 4.79 Lakh,Jul 2014,1582 cc,Third Party insurance,Automatic,"61,000 Kms",First Owner,Diesel,126.32bhp,5.0,22.32 kmpl,Sedan,Delhi
17369,2013 Audi A6 2.0 TDI,₹ 7.99 Lakh,Jul 2013,1968 cc,Comprehensive,Automatic,"77,000 Kms",First Owner,Diesel,174.33bhp,5.0,17.68 kmpl,Sedan,Delhi
17370,2009 Toyota Corolla Altis 1.8 G CNG,₹ 1.95 Lakh,Sept 2009,1798 cc,Third Party insurance,Manual,"65,000 Kms",Second Owner,CNG,138bhp,5.0,14.53 kmpl,Sedan,Delhi
17371,2016 Renault Duster 110PS Diesel RxL AMT,₹ 5.89 Lakh,Jul 2016,1461 cc,Comprehensive,Automatic,"86,000 Kms",First Owner,Diesel,108.45bhp,5.0,19.6 kmpl,SUV,Delhi
17372,2021 Ford Ecosport 1.5 Petrol Titanium Plus AT,₹ 10.49 Lakh,Jul 2021,1496 cc,Zero Dep,Automatic,"25,000 Kms",First Owner,Petrol,120.69bhp,5.0,14.7 kmpl,SUV,Delhi
17373,2012 Hyundai i20 Magna Optional 1.4 CRDi,₹ 2.55 Lakh,Jan 2013,1396 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,88.8bhp,5.0,21.9 kmpl,Hatchback,Delhi
17374,2023 Mahindra Scorpio N Z8L Diesel AT BSVI,₹ 26 Lakh,Jan 2023,2198 cc,Comprehensive,Automatic,"8,000 Kms",First Owner,Diesel,172.45bhp,7.0,,SUV,Delhi
17375,2013 Honda Amaze S i-Dtech,₹ 2.45 Lakh,Apr 2013,1498 cc,Third Party insurance,Manual,"65,000 Kms",First Owner,Diesel,98.6bhp,5.0,25.8 kmpl,Sedan,Delhi
17376,2011 Chevrolet Cruze LT,₹ 2.55 Lakh,Feb 2011,1991 cc,Third Party insurance,Manual,"56,000 Kms",Second Owner,Diesel,147.9bhp,5.0,18.3 kmpl,Sedan,Delhi
17377,2015 Hyundai Elantra SX,₹ 6.95 Lakh,Feb 2015,1797 cc,Third Party insurance,Manual,"57,000 Kms",First Owner,Petrol,147.5bhp,5.0,16.3 kmpl,Sedan,Delhi
17378,2019 Hyundai Creta 1.4 E Plus CRDi,₹ 10.45 Lakh,Mar 2019,1396 cc,Third Party insurance,Manual,"28,000 Kms",First Owner,Diesel,88.7bhp,5.0,22.1 kmpl,SUV,Delhi
17379,2018 Ford Ecosport 1.5 Diesel Titanium,₹ 6.90 Lakh,May 2018,1498 cc,Third Party insurance,Manual,"62,000 Kms",First Owner,Diesel,98.96bhp,5.0,21.7 kmpl,SUV,Delhi
17380,2013 Maruti Alto K10 2010-2014 VXI,₹ 1.95 Lakh,May 2013,998 cc,Third Party,Manual,"72,000 Kms",Third Owner,Petrol,67.1bhp,5.0,20.92 kmpl,Hatchback,Delhi
17381,2021 Audi A4 Premium Plus,₹ 37.50 Lakh,Aug 2021,1998 cc,Comprehensive,Automatic,"40,000 Kms",First Owner,Petrol,187.74bhp,5.0,17.42 kmpl,Sedan,Delhi
17382,2018 Maruti Celerio VXI CNG Optional,₹ 4.15 Lakh,Dec 2018,998 cc,Comprehensive,Manual,"65,000 Kms",First Owner,CNG,58.33bhp,5.0,30.47 km/kg,Hatchback,Delhi
17383,2018 Maruti Baleno Delta Diesel,₹ 5.25 Lakh,Aug 2018,1248 cc,Comprehensive,Manual,"1,32,000 Kms",First Owner,Diesel,74bhp,5.0,27.39 kmpl,Hatchback,Delhi
17384,2021 MG Astor Savvy Turbo AT BSVI,₹ 16.25 Lakh,Jun 2021,1349 cc,Comprehensive,Automatic,"9,400 Kms",Second Owner,Petrol,138.08bhp,5.0,14.34 kmpl,SUV,Delhi
17385,2019 Toyota Innova Crysta 2.8 ZX AT BSIV,₹ 21 Lakh,Jul 2019,2755 cc,Comprehensive,Automatic,"35,000 Kms",First Owner,Diesel,171.5bhp,7.0,11.36 kmpl,MUV,Delhi
17386,2022 MG Hector Plus Sharp Diesel MT,₹ 21.90 Lakh,Jun 2023,1956 cc,Comprehensive,Manual,800 Kms,First Owner,Diesel,167.67bhp,6.0,16.65 kmpl,SUV,Delhi
17387,2017 Toyota Corolla Altis 1.8 G CVT,₹ 11.25 Lakh,Jul 2017,1798 cc,Third Party insurance,Automatic,"53,000 Kms",Second Owner,Petrol,138.03bhp,5.0,14.28 kmpl,Sedan,Delhi
17388,2022 MG Astor Savvy CVT BSVI,₹ 16.25 Lakh,Apr 2022,1498 cc,Comprehensive,Automatic,"12,000 Kms",First Owner,Petrol,108.49bhp,5.0,14.82 kmpl,SUV,Delhi
17389,2023 Porsche Cayenne Platinum Edition,₹ 1.57 Crore,Jun 2023,2995 cc,Comprehensive,Automatic,"9,000 Kms",First Owner,Petrol,420bhp,5.0,12.5 kmpl,SUV,Delhi
17390,2016 Maruti Vitara Brezza LDi Option,₹ 5.35 Lakh,Jun 2016,1248 cc,Third Party insurance,Manual,"21,000 Kms",First Owner,Diesel,88.5bhp,5.0,24.3 kmpl,SUV,Delhi
17391,2014 Maruti Swift Dzire VXI,₹ 3.40 Lakh,Mar 2014,1197 cc,Third Party insurance,Manual,"49,000 Kms",First Owner,Petrol,83.14bhp,5.0,20.85 kmpl,Sedan,Delhi
